N,Sq Length,input clx,GRms,GErrorRms,G clx,G Error clx,G clx,G Error clx,G Area,Gerror Area,input cly,Rms,Error Rms,clx,Error clx,cly,Error cly,Area,Error Area,Skewness,Error Sk,Kurtosis,Error Ku
600,8,0.34766,1,0,1,0,1,0,1,0,0.19132,0.023197,0,0.19251,0,0.32727,0,66.263,0,-1.1389,0,9.4511,0
600,8,0.1987,1,0,1,0,1,0,1,0,0.34444,0.02743,0,0.35203,0,0.2178,0,66.722,0,-0.20621,0,2.1308,0
600,8,0.16856,1,0,1,0,1,0,1,0,0.12997,0.017852,0,0.12249,0,0.15506,0,67.417,0,-1.8147,0,6.1504,0
600,8,0.21742,1,0,1,0,1,0,1,0,0.35254,0.022529,0,0.3788,0,0.21856,0,65.676,0,-0.92668,0,4.1895,0
600,8,0.11876,1,0,1,0,1,0,1,0,0.1748,0.01706,0,0.17849,0,0.12461,0,67.092,0,0.5413,0,2.0496,0
600,8,0.34576,1,0,1,0,1,0,1,0,0.30579,0.04677,0,0.23713,0,0.31166,0,70.52,0,2.3851,0,7.6865,0
600,8,0.35119,1,0,1,0,1,0,1,0,0.27021,0.058644,0,0.24582,0,0.35256,0,72.649,0,-2.1224,0,7.1177,0
600,8,0.29337,1,0,1,0,1,0,1,0,0.27285,0.024083,0,0.29316,0,0.33613,0,65.626,0,-0.64131,0,6.0553,0
600,8,0.12811,1,0,1,0,1,0,1,0,0.07407,0.043575,0,0.073754,0,0.12084,0,93.321,0,0.39695,0,1.5324,0
600,8,0.28663,1,0,1,0,1,0,1,0,0.26399,0.012667,0,0.30308,0,0.29234,0,64.479,0,0.082074,0,3.5083,0
600,8,0.10515,1,0,1,0,1,0,1,0,0.18126,0.044778,0,0.19468,0,0.11263,0,81.411,0,-0.62972,0,6.1715,0
600,8,0.14966,1,0,1,0,1,0,1,0,0.35065,0.012795,0,0.36353,0,0.15718,0,64.917,0,0.64418,0,8.4536,0
600,8,0.30131,1,0,1,0,1,0,1,0,0.11135,0.036038,0,0.10596,0,0.29065,0,74.323,0,1.4009,0,6.0702,0
600,8,0.12537,1,0,1,0,1,0,1,0,0.33649,0.036118,0,0.26392,0,0.10379,0,73.981,0,2.4222,0,7.9406,0
600,8,0.28833,1,0,1,0,1,0,1,0,0.28507,0.024034,0,0.26247,0,0.27058,0,66.255,0,-1.1974,0,3.1368,0
600,8,0.12544,1,0,1,0,1,0,1,0,0.1705,0.037847,0,0.17524,0,0.13527,0,75.762,0,1.1322,0,3.8816,0
600,8,0.13289,1,0,1,0,1,0,1,0,0.074059,0.0099415,0,0.071751,0,0.11935,0,66.204,0,-1.7791,0,5.7877,0
600,8,0.088756,1,0,1,0,1,0,1,0,0.094541,0.01424,0,0.10211,0,0.097149,0,67.775,0,0.090012,0,4.9051,0
600,8,0.31066,1,0,1,0,1,0,1,0,0.27018,0.045646,0,0.27649,0,0.32188,0,69.636,0,-0.21852,0,4.35,0
600,8,0.079116,1,0,1,0,1,0,1,0,0.29396,0.040159,0,0.27187,0,0.080555,0,82.703,0,-0.72225,0,2.1413,0
600,8,0.33377,1,0,1,0,1,0,1,0,0.32791,0.066078,0,0.39318,0,0.32059,0,72.687,0,0.29115,0,4.7634,0
600,8,0.096836,1,0,1,0,1,0,1,0,0.28081,0.0097607,0,0.29318,0,0.10306,0,65.011,0,0.82556,0,4.909,0
600,8,0.3588,1,0,1,0,1,0,1,0,0.24355,0.072696,0,0.25888,0,0.36097,0,76.26,0,-1.6339,0,8.0929,0
600,8,0.31909,1,0,1,0,1,0,1,0,0.29812,0.039701,0,0.30195,0,0.33708,0,67.777,0,0.92022,0,3.8895,0
600,8,0.22285,1,0,1,0,1,0,1,0,0.092355,0.060108,0,0.09018,0,0.21598,0,94.027,0,1.7362,0,9.1541,0
600,8,0.30012,1,0,1,0,1,0,1,0,0.32865,0.03353,0,0.29173,0,0.27489,0,67.27,0,2.067,0,6.4806,0
600,8,0.12519,1,0,1,0,1,0,1,0,0.13383,0.068691,0,0.13965,0,0.13258,0,100.22,0,0.98131,0,5.2771,0
600,8,0.19916,1,0,1,0,1,0,1,0,0.16329,0.066175,0,0.17138,0,0.20777,0,84.68,0,1.1756,0,5.7234,0
600,8,0.2749,1,0,1,0,1,0,1,0,0.070146,0.020966,0,0.071457,0,0.28799,0,70.806,0,0.090067,0,4.3303,0
600,8,0.35135,1,0,1,0,1,0,1,0,0.28707,0.042009,0,0.26575,0,0.36057,0,68.312,0,-0.40837,0,4.9023,0
600,8,0.14941,1,0,1,0,1,0,1,0,0.21837,0.031921,0,0.22287,0,0.16527,0,70.307,0,-0.35737,0,6.3022,0
600,8,0.13264,1,0,1,0,1,0,1,0,0.35795,0.05596,0,0.36023,0,0.13837,0,80.199,0,1.0635,0,4.2145,0
600,8,0.33673,1,0,1,0,1,0,1,0,0.33959,0.032612,0,0.31822,0,0.30154,0,66.736,0,-0.40121,0,1.717,0
600,8,0.16817,1,0,1,0,1,0,1,0,0.22968,0.024305,0,0.21785,0,0.15208,0,68.906,0,0.81042,0,1.9333,0
600,8,0.3506,1,0,1,0,1,0,1,0,0.19909,0.023529,0,0.20979,0,0.3915,0,65.978,0,0.42236,0,2.5619,0
600,8,0.075464,1,0,1,0,1,0,1,0,0.233,0.031258,0,0.22113,0,0.076818,0,76.986,0,1.6524,0,6.5181,0
600,8,0.14166,1,0,1,0,1,0,1,0,0.1054,0.015981,0,0.10277,0,0.14124,0,67.462,0,-1.5022,0,7.2718,0
600,8,0.15366,1,0,1,0,1,0,1,0,0.33771,0.0063763,0,0.36538,0,0.1621,0,64.228,0,-0.67068,0,4.3923,0
600,8,0.2346,1,0,1,0,1,0,1,0,0.18513,0.037809,0,0.18862,0,0.24011,0,71.13,0,-0.44017,0,2.0126,0
600,8,0.13704,1,0,1,0,1,0,1,0,0.21755,0.070231,0,0.22635,0,0.14525,0,89.386,0,0.92157,0,5.291,0
600,8,0.18136,1,0,1,0,1,0,1,0,0.15157,0.037425,0,0.15689,0,0.1902,0,73.709,0,0.23386,0,2.0189,0
